dataset,experiment,fig4,fig5d,fig5e,fold,behavior_class,f1,precision,recall,train_ground_truth_label_counts
vehkaoja_dogs,CNN,True,False,False,2,shaking,0.9716555183946488,0.9705194588274595,0.9727942407500418,30233
vehkaoja_dogs,CNN,True,False,False,2,sitting,0.7866342438630554,0.7502062441564156,0.8267804828770583,367925
vehkaoja_dogs,CNN,True,False,False,2,sniffing,0.9777542164889753,0.9650728436393234,0.9907733017652589,825131
vehkaoja_dogs,CNN,True,False,False,2,standing,0.402147766323024,0.45944922740402144,0.3575543964557735,396650
vehkaoja_dogs,CNN,True,False,False,2,trotting,0.9783218687472621,0.9890125673249551,0.967859820089955,645815
vehkaoja_dogs,CNN,True,False,False,2,walking,0.9509927500063448,0.9635430654681973,0.938765170916379,603415
vehkaoja_dogs,CNN,True,False,False,3,galloping,0.9589085119125875,0.9464244521337947,0.9717263226455872,141149
vehkaoja_dogs,CNN,True,False,False,3,lying_chest,0.36073658255075813,0.45114163240311433,0.30051571923894993,478569
vehkaoja_dogs,CNN,True,False,False,3,panting_lying_chest,0.8646922129166081,0.816436161440049,0.9190110261697486,431868
vehkaoja_dogs,CNN,True,False,False,3,panting_sitting,0.8206197005705205,0.8915858923189705,0.7601177745062637,509197
vehkaoja_dogs,CNN,True,False,False,3,panting_standing,0.81101841380929,0.8471138845553822,0.7778732809430255,417258
